Transaction_ID,Date,Month,Day_of_Week,Is_Weekend,Time_of_Order,Time_Slot,Weather,Temperature_°C,Academic_Period,Customer_Segment,Table_No,Order_Type,Item_Name,Category,Is_Vegetarian,Price_Tier,Base_Price_₹,Quantity_Units,Daily_Footfall_Customers,Revenue_₹,ABC_Class
1708,2024-05-16,May,Thursday,No,18:39,Evening,Dry Day,39.8,Summer Vacation,Family,5,Dine-in,Bombay Masala Sandwich,Sandwiches Burgers Wraps,Yes,Budget,139,2,66,278,B
1709,2024-05-16,May,Thursday,No,18:39,Evening,Dry Day,39.8,Summer Vacation,Family,5,Dine-in,Chocolate Chip Cookie,Bakery,Yes,Budget,50,1,66,50,C
1710,2024-05-16,May,Thursday,No,19:33,Dinner,Dry Day,39.8,Summer Vacation,Couple-Group,4,Dine-in,Virgin Mojito,Mocktails,Yes,Budget,140,1,66,140,A
1711,2024-05-17,May,Friday,No,09:17,Morning,Light Drizzle,30.8,Summer Vacation,Professional,9,Dine-in,Classic Eggs Benedict,Wholesome Breakfast,No,Mid-range,280,1,70,280,B
1712,2024-05-17,May,Friday,No,09:17,Morning,Light Drizzle,30.8,Summer Vacation,Professional,9,Dine-in,Eggs To Order Chicken,Classic Eggs,No,Budget,165,1,70,165,C
1713,2024-05-17,May,Friday,No,13:33,Afternoon,Light Drizzle,30.8,Summer Vacation,Professional,10,Dine-in,Tomato & Bell Pepper Soup,Soup,Yes,Budget,149,1,70,149,A
1714,2024-05-17,May,Friday,No,14:02,Afternoon,Light Drizzle,30.8,Summer Vacation,Family,16,Dine-in,Fresh Fruit Tart,Dessert,Yes,Mid-range,225,1,70,225,B
1715,2024-05-17,May,Friday,No,14:02,Afternoon,Light Drizzle,30.8,Summer Vacation,Family,16,Dine-in,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Yes,Budget,120,1,70,120,A
1716,2024-05-17,May,Friday,No,14:02,Afternoon,Light Drizzle,30.8,Summer Vacation,Family,16,Dine-in,Orange Tea Cake,Bakery,Yes,Budget,110,1,70,110,C
1717,2024-05-17,May,Friday,No,17:07,Evening,Light Drizzle,30.8,Summer Vacation,College,20,Dine-in,Veg Puff,Bakery,Yes,Budget,55,1,70,55,C
1718,2024-05-17,May,Friday,No,17:07,Evening,Light Drizzle,30.8,Summer Vacation,College,20,Dine-in,Filled Coffee Donut,Bakery,Yes,Budget,95,1,70,95,C
1719,2024-05-17,May,Friday,No,17:07,Evening,Light Drizzle,30.8,Summer Vacation,College,20,Dine-in,The Dominator Burger,Sandwiches Burgers Wraps,No,Mid-range,369,2,70,738,A
1720,2024-05-17,May,Friday,No,20:16,Dinner,Light Drizzle,30.8,Summer Vacation,College,5,Dine-in,Espresso,Hot Brews,Yes,Budget,110,2,70,220,A
1721,2024-05-17,May,Friday,No,20:16,Dinner,Light Drizzle,30.8,Summer Vacation,College,5,Dine-in,Chimichanga,Blended Full Meals,No,Mid-range,255,1,70,255,A
1722,2024-05-17,May,Friday,No,12:51,Afternoon,Light Drizzle,30.8,Summer Vacation,College,13,Dine-in,Spicy Guava Mocktail,Mocktails,Yes,Budget,180,1,70,180,B
1723,2024-05-17,May,Friday,No,16:53,Evening,Light Drizzle,30.8,Summer Vacation,Couple-Group,8,Dine-in,Salted Fries,Share-A-Plate,Yes,Budget,149,2,70,298,A
1724,2024-05-17,May,Friday,No,17:54,Evening,Light Drizzle,30.8,Summer Vacation,College,4,Dine-in,Dark Hot Chocolate,Hot Chocolate,Yes,Budget,120,2,70,240,A
1725,2024-05-17,May,Friday,No,17:54,Evening,Light Drizzle,30.8,Summer Vacation,College,4,Dine-in,Mocha Frappe,Frappe,Yes,Budget,190,1,70,190,B
1726,2024-05-17,May,Friday,No,20:58,Dinner,Light Drizzle,30.8,Summer Vacation,Professional,1,Takeaway,Salted Caramel Mocha,Hot Brews,Yes,Mid-range,200,1,70,200,A
1727,2024-05-17,May,Friday,No,14:59,Afternoon,Light Drizzle,30.8,Summer Vacation,Couple-Group,3,Dine-in,Mushroom Cappuccino Soup,Soup,Yes,Budget,189,1,70,189,C
1728,2024-05-17,May,Friday,No,21:42,Dinner,Light Drizzle,30.8,Summer Vacation,Professional,5,Dine-in,Honey Ginger Lime Tea,Hot Beverages,Yes,Budget,170,1,70,170,A
1729,2024-05-17,May,Friday,No,21:42,Dinner,Light Drizzle,30.8,Summer Vacation,Professional,5,Dine-in,Spiced Mocha Latte,Hot Brews,Yes,Budget,180,1,70,180,A
1730,2024-05-17,May,Friday,No,21:42,Dinner,Light Drizzle,30.8,Summer Vacation,Professional,5,Dine-in,Espresso,Hot Brews,Yes,Budget,110,1,70,110,A
1731,2024-05-17,May,Friday,No,14:03,Afternoon,Light Drizzle,30.8,Summer Vacation,College,15,Dine-in,Shawarma,Blended Full Meals,No,Mid-range,345,1,70,345,A
1732,2024-05-17,May,Friday,No,14:03,Afternoon,Light Drizzle,30.8,Summer Vacation,College,15,Dine-in,Chinese Style Greens Panini,Sandwiches Burgers Wraps,Yes,Budget,155,1,70,155,C
1733,2024-05-17,May,Friday,No,19:09,Dinner,Light Drizzle,30.8,Summer Vacation,Professional,18,Dine-in,Harissa Chicken Skewers,Share-A-Plate,No,Mid-range,339,1,70,339,A
1734,2024-05-17,May,Friday,No,19:09,Dinner,Light Drizzle,30.8,Summer Vacation,Professional,18,Dine-in,Trio Hummus With Pita,Share-A-Plate,Yes,Mid-range,289,2,70,578,A
1735,2024-05-17,May,Friday,No,15:57,Evening,Light Drizzle,30.8,Summer Vacation,Couple-Group,3,Dine-in,Salted Caramel Mocha,Hot Brews,Yes,Mid-range,200,1,70,200,A
1736,2024-05-17,May,Friday,No,15:57,Evening,Light Drizzle,30.8,Summer Vacation,Couple-Group,3,Dine-in,Classic BLT,Sandwiches Burgers Wraps,No,Mid-range,249,1,70,249,B
1737,2024-05-17,May,Friday,No,15:57,Evening,Light Drizzle,30.8,Summer Vacation,Couple-Group,3,Dine-in,Salted Fries,Share-A-Plate,Yes,Budget,149,1,70,149,A
1738,2024-05-17,May,Friday,No,11:12,Morning,Light Drizzle,30.8,Summer Vacation,College,13,Dine-in,Chocolate Waffwich,Pancakes & Waffwich,Yes,Mid-range,285,1,70,285,A
1739,2024-05-17,May,Friday,No,11:12,Morning,Light Drizzle,30.8,Summer Vacation,College,13,Dine-in,Chocolate Chip Cookie,Bakery,Yes,Budget,50,1,70,50,C
1740,2024-05-17,May,Friday,No,10:10,Morning,Light Drizzle,30.8,Summer Vacation,Professional,8,Dine-in,Grilled Cheese Sandwich,Sandwiches Burgers Wraps,Yes,Budget,199,1,70,199,A
1741,2024-05-17,May,Friday,No,10:10,Morning,Light Drizzle,30.8,Summer Vacation,Professional,8,Dine-in,Café Mocha,Hot Brews,Yes,Budget,170,1,70,170,A
1742,2024-05-17,May,Friday,No,13:10,Afternoon,Light Drizzle,30.8,Summer Vacation,Professional,12,Dine-in,Blend Salad,Salad Bowls,Yes,Mid-range,235,1,70,235,C
1743,2024-05-17,May,Friday,No,13:10,Afternoon,Light Drizzle,30.8,Summer Vacation,Professional,12,Dine-in,Iced Caramel Latte,Cold Brews,Yes,Mid-range,200,1,70,200,A
1744,2024-05-17,May,Friday,No,13:10,Afternoon,Light Drizzle,30.8,Summer Vacation,Professional,12,Dine-in,Cajun Cottage Cheese Steak,Blended Full Meals,Yes,Mid-range,335,1,70,335,A
1745,2024-05-17,May,Friday,No,09:15,Morning,Light Drizzle,30.8,Summer Vacation,College,4,Dine-in,Nutella Croissant,Bakery,Yes,Budget,175,2,70,350,C
1746,2024-05-17,May,Friday,No,09:29,Morning,Light Drizzle,30.8,Summer Vacation,Family,5,Dine-in,Chai,Hot Beverages,Yes,Budget,100,1,70,100,B
1747,2024-05-17,May,Friday,No,09:29,Morning,Light Drizzle,30.8,Summer Vacation,Family,5,Dine-in,Khari,Bakery,Yes,Budget,35,1,70,35,C
1748,2024-05-17,May,Friday,No,09:29,Morning,Light Drizzle,30.8,Summer Vacation,Family,5,Dine-in,Masala Chai,Hot Beverages,Yes,Budget,120,1,70,120,A
1749,2024-05-17,May,Friday,No,18:34,Evening,Light Drizzle,30.8,Summer Vacation,Professional,15,Dine-in,Espresso Frappe,Frappe,Yes,Budget,180,1,70,180,B
1750,2024-05-17,May,Friday,No,18:34,Evening,Light Drizzle,30.8,Summer Vacation,Professional,15,Dine-in,Vietnamese Iced Café,Cold Brews,Yes,Budget,190,1,70,190,B
1751,2024-05-17,May,Friday,No,18:34,Evening,Light Drizzle,30.8,Summer Vacation,Professional,15,Dine-in,Virgin Pina Colada,Mocktails,Yes,Mid-range,200,2,70,400,A
1752,2024-05-17,May,Friday,No,10:45,Morning,Light Drizzle,30.8,Summer Vacation,Professional,11,Dine-in,Veg Puff,Bakery,Yes,Budget,55,2,70,110,C
1753,2024-05-18,May,Saturday,Yes,08:52,Morning,Clear After Rain,29.2,Summer Vacation,College,7,Dine-in,Dark & White Blend Waffwich,Pancakes & Waffwich,Yes,Mid-range,285,1,176,285,A
1754,2024-05-18,May,Saturday,Yes,08:52,Morning,Clear After Rain,29.2,Summer Vacation,College,7,Dine-in,Stuffed Paratha Paneer,Wholesome Breakfast,Yes,Budget,129,1,176,129,C
1755,2024-05-18,May,Saturday,Yes,08:52,Morning,Clear After Rain,29.2,Summer Vacation,College,7,Dine-in,Masala Chai,Hot Beverages,Yes,Budget,120,1,176,120,A
1756,2024-05-18,May,Saturday,Yes,20:23,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,12,Dine-in,Espresso,Hot Brews,Yes,Budget,110,1,176,110,A
1757,2024-05-18,May,Saturday,Yes,21:43,Dinner,Clear After Rain,29.2,Summer Vacation,College,17,Dine-in,Pepperoni Chicken Pizza,Pizza,No,Premium,559,1,176,559,A
1758,2024-05-18,May,Saturday,Yes,21:43,Dinner,Clear After Rain,29.2,Summer Vacation,College,17,Dine-in,The Dominator Burger,Sandwiches Burgers Wraps,No,Mid-range,369,1,176,369,A
1759,2024-05-18,May,Saturday,Yes,21:43,Dinner,Clear After Rain,29.2,Summer Vacation,College,17,Dine-in,Creamy Cheesy Hot Corn Bruschetta,Share-A-Plate,Yes,Mid-range,230,1,176,230,B
1760,2024-05-18,May,Saturday,Yes,16:14,Evening,Clear After Rain,29.2,Summer Vacation,College,20,Dine-in,Chocolate Chip Cookie,Bakery,Yes,Budget,50,1,176,50,C
1761,2024-05-18,May,Saturday,Yes,16:14,Evening,Clear After Rain,29.2,Summer Vacation,College,20,Dine-in,Traditional Hot Chocolate,Hot Chocolate,Yes,Budget,140,1,176,140,A
1762,2024-05-18,May,Saturday,Yes,19:34,Dinner,Clear After Rain,29.2,Summer Vacation,College,3,Dine-in,Truffle Chocolate Pastry,Dessert,Yes,Mid-range,285,1,176,285,A
1763,2024-05-18,May,Saturday,Yes,10:57,Morning,Clear After Rain,29.2,Summer Vacation,Family,12,Dine-in,WAO Juice (Watermelon Apple Orange),Cold Press Juices,Yes,Mid-range,270,1,176,270,B
1764,2024-05-18,May,Saturday,Yes,10:57,Morning,Clear After Rain,29.2,Summer Vacation,Family,12,Dine-in,Ice-cream Waffwich,Pancakes & Waffwich,Yes,Mid-range,269,1,176,269,C
1765,2024-05-18,May,Saturday,Yes,19:47,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,14,Dine-in,Oyster Chicken Dumplings,Steam Basket,No,Mid-range,389,1,176,389,C
1766,2024-05-18,May,Saturday,Yes,19:47,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,14,Dine-in,Blue Ocean Mocktail,Mocktails,Yes,Budget,160,2,176,320,B
1767,2024-05-18,May,Saturday,Yes,19:47,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,14,Dine-in,Peri-Peri Prawns Popcorn,Share-A-Plate,No,Premium,555,2,176,1110,B
1768,2024-05-18,May,Saturday,Yes,13:35,Afternoon,Clear After Rain,29.2,Summer Vacation,Family,6,Dine-in,Filled Blueberry Donut,Bakery,Yes,Budget,110,1,176,110,C
1769,2024-05-18,May,Saturday,Yes,13:35,Afternoon,Clear After Rain,29.2,Summer Vacation,Family,6,Dine-in,Mix Veg Double Cheese Burger,Sandwiches Burgers Wraps,Yes,Budget,189,2,176,378,B
1770,2024-05-18,May,Saturday,Yes,19:02,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,12,Dine-in,Chimichanga,Blended Full Meals,No,Mid-range,255,1,176,255,A
1771,2024-05-18,May,Saturday,Yes,19:02,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,12,Dine-in,Burnt Garlic Cheese Fondue,Fondue,Yes,Premium,579,1,176,579,A
1772,2024-05-18,May,Saturday,Yes,19:02,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,12,Dine-in,Creamy Cheesy Hot Corn Bruschetta,Share-A-Plate,Yes,Mid-range,230,1,176,230,B
1773,2024-05-18,May,Saturday,Yes,19:02,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,12,Dine-in,Cajun Chicken,Blended Full Meals,No,Premium,589,1,176,589,A
1774,2024-05-18,May,Saturday,Yes,17:16,Evening,Clear After Rain,29.2,Summer Vacation,Professional,16,Dine-in,Affogato,Hot Brews,Yes,Budget,170,1,176,170,A
1775,2024-05-18,May,Saturday,Yes,11:37,Afternoon,Clear After Rain,29.2,Summer Vacation,College,19,Dine-in,Iced Café Mocha,Cold Brews,Yes,Budget,170,1,176,170,C
1776,2024-05-18,May,Saturday,Yes,11:37,Afternoon,Clear After Rain,29.2,Summer Vacation,College,19,Dine-in,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Yes,Budget,120,1,176,120,A
1777,2024-05-18,May,Saturday,Yes,16:13,Evening,Clear After Rain,29.2,Summer Vacation,College,10,Dine-in,Chocolate Chip Cookie,Bakery,Yes,Budget,50,1,176,50,C
1778,2024-05-18,May,Saturday,Yes,16:13,Evening,Clear After Rain,29.2,Summer Vacation,College,10,Dine-in,Kitkat Shake,Premium Shakes,Yes,Mid-range,200,1,176,200,B
1779,2024-05-18,May,Saturday,Yes,16:13,Evening,Clear After Rain,29.2,Summer Vacation,College,10,Dine-in,Grilled Chicken Burger,Sandwiches Burgers Wraps,No,Mid-range,220,1,176,220,A
1780,2024-05-18,May,Saturday,Yes,19:29,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,19,Dine-in,Mushroom Cappuccino Soup,Soup,Yes,Budget,189,1,176,189,C
1781,2024-05-18,May,Saturday,Yes,19:29,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,19,Dine-in,Thai BBQ Chicken Satay,Share-A-Plate,No,Mid-range,355,2,176,710,A
1782,2024-05-18,May,Saturday,Yes,19:29,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,19,Dine-in,Mexicana Pizza,Pizza,Yes,Premium,449,1,176,449,A
1783,2024-05-18,May,Saturday,Yes,21:19,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,15,Dine-in,Chimichanga,Blended Full Meals,No,Mid-range,255,1,176,255,A
1784,2024-05-18,May,Saturday,Yes,21:19,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,15,Dine-in,Carbonara,Pasta,No,Premium,450,1,176,450,A
1785,2024-05-18,May,Saturday,Yes,21:19,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,15,Dine-in,Honey Chili Lotus Stem,Share-A-Plate,Yes,Mid-range,220,1,176,220,A
1786,2024-05-18,May,Saturday,Yes,17:25,Evening,Clear After Rain,29.2,Summer Vacation,College,2,Dine-in,Cappuccino,Hot Brews,Yes,Budget,160,2,176,320,A
1787,2024-05-18,May,Saturday,Yes,17:25,Evening,Clear After Rain,29.2,Summer Vacation,College,2,Dine-in,Café Latte,Hot Brews,Yes,Budget,160,1,176,160,A
1788,2024-05-18,May,Saturday,Yes,17:25,Evening,Clear After Rain,29.2,Summer Vacation,College,2,Dine-in,Cubanos,Sandwiches Burgers Wraps,No,Mid-range,250,2,176,500,A
1789,2024-05-18,May,Saturday,Yes,17:25,Evening,Clear After Rain,29.2,Summer Vacation,College,2,Dine-in,Blue Ocean Mocktail,Mocktails,Yes,Budget,160,1,176,160,B
1790,2024-05-18,May,Saturday,Yes,18:26,Evening,Clear After Rain,29.2,Summer Vacation,Couple-Group,19,Dine-in,Burnt Garlic Cheese Fondue,Fondue,Yes,Premium,579,1,176,579,A
1791,2024-05-18,May,Saturday,Yes,18:26,Evening,Clear After Rain,29.2,Summer Vacation,Couple-Group,19,Dine-in,Classic BLT,Sandwiches Burgers Wraps,No,Mid-range,249,1,176,249,B
1792,2024-05-18,May,Saturday,Yes,14:50,Afternoon,Clear After Rain,29.2,Summer Vacation,Family,5,Dine-in,Fresh Fruit Juice,Cold Beverages,Yes,Mid-range,200,1,176,200,B
1793,2024-05-18,May,Saturday,Yes,14:50,Afternoon,Clear After Rain,29.2,Summer Vacation,Family,5,Dine-in,Margherita Pizza,Pizza,Yes,Mid-range,299,1,176,299,A
1794,2024-05-18,May,Saturday,Yes,18:02,Evening,Clear After Rain,29.2,Summer Vacation,College,9,Dine-in,Mix Veg Double Cheese Burger,Sandwiches Burgers Wraps,Yes,Budget,189,1,176,189,B
1795,2024-05-18,May,Saturday,Yes,18:02,Evening,Clear After Rain,29.2,Summer Vacation,College,9,Dine-in,Cappuccino,Hot Brews,Yes,Budget,160,1,176,160,A
1796,2024-05-18,May,Saturday,Yes,18:02,Evening,Clear After Rain,29.2,Summer Vacation,College,9,Dine-in,Paneer Puff,Bakery,Yes,Budget,85,1,176,85,C
1797,2024-05-18,May,Saturday,Yes,18:02,Evening,Clear After Rain,29.2,Summer Vacation,College,9,Dine-in,Americano,Hot Brews,Yes,Budget,160,1,176,160,B
1798,2024-05-18,May,Saturday,Yes,19:34,Dinner,Clear After Rain,29.2,Summer Vacation,Professional,4,Takeaway,Penne Alfredo,Pasta,Yes,Mid-range,329,1,176,329,A
1799,2024-05-18,May,Saturday,Yes,19:34,Dinner,Clear After Rain,29.2,Summer Vacation,Professional,4,Takeaway,Caprese Bruschetta,Share-A-Plate,Yes,Mid-range,325,2,176,650,A
1800,2024-05-18,May,Saturday,Yes,18:29,Evening,Clear After Rain,29.2,Summer Vacation,Professional,5,Dine-in,Tiramisu,Dessert,Yes,Mid-range,300,1,176,300,A
1801,2024-05-18,May,Saturday,Yes,18:29,Evening,Clear After Rain,29.2,Summer Vacation,Professional,5,Dine-in,Masala Chai,Hot Beverages,Yes,Budget,120,1,176,120,A
1802,2024-05-18,May,Saturday,Yes,18:29,Evening,Clear After Rain,29.2,Summer Vacation,Professional,5,Dine-in,Classic BLT,Sandwiches Burgers Wraps,No,Mid-range,249,2,176,498,B
1803,2024-05-18,May,Saturday,Yes,18:29,Evening,Clear After Rain,29.2,Summer Vacation,Professional,5,Dine-in,Spicy Chicken Pao,Sandwiches Burgers Wraps,No,Budget,159,1,176,159,B
1804,2024-05-18,May,Saturday,Yes,19:36,Dinner,Clear After Rain,29.2,Summer Vacation,College,16,Dine-in,Truffle Chocolate Pastry,Dessert,Yes,Mid-range,285,1,176,285,A
1805,2024-05-18,May,Saturday,Yes,15:49,Evening,Clear After Rain,29.2,Summer Vacation,College,15,Dine-in,Chai,Hot Beverages,Yes,Budget,100,2,176,200,B
1806,2024-05-18,May,Saturday,Yes,15:49,Evening,Clear After Rain,29.2,Summer Vacation,College,15,Dine-in,Minty Cookie Cappuccino,Hot Brews,Yes,Budget,190,1,176,190,A
1807,2024-05-18,May,Saturday,Yes,20:34,Dinner,Clear After Rain,29.2,Summer Vacation,Family,9,Dine-in,Tomato & Bell Pepper Soup,Soup,Yes,Budget,149,1,176,149,A
1808,2024-05-18,May,Saturday,Yes,20:34,Dinner,Clear After Rain,29.2,Summer Vacation,Family,9,Dine-in,Honey Ginger Lime Tea,Hot Beverages,Yes,Budget,170,1,176,170,A
1809,2024-05-18,May,Saturday,Yes,20:34,Dinner,Clear After Rain,29.2,Summer Vacation,Family,9,Dine-in,Virgin Mojito,Mocktails,Yes,Budget,140,2,176,280,A
1810,2024-05-18,May,Saturday,Yes,20:34,Dinner,Clear After Rain,29.2,Summer Vacation,Family,9,Dine-in,Traditional Hot Chocolate,Hot Chocolate,Yes,Budget,140,2,176,280,A
1811,2024-05-18,May,Saturday,Yes,10:42,Morning,Clear After Rain,29.2,Summer Vacation,College,15,Dine-in,Crème Chocolate Pancakes,Pancakes & Waffwich,Yes,Mid-range,275,1,176,275,B
1812,2024-05-18,May,Saturday,Yes,08:55,Morning,Clear After Rain,29.2,Summer Vacation,Couple-Group,13,Takeaway,Café Latte,Hot Brews,Yes,Budget,160,2,176,320,A
1813,2024-05-18,May,Saturday,Yes,08:55,Morning,Clear After Rain,29.2,Summer Vacation,Couple-Group,13,Takeaway,Dark Hot Chocolate,Hot Chocolate,Yes,Budget,120,1,176,120,A
1814,2024-05-18,May,Saturday,Yes,08:55,Morning,Clear After Rain,29.2,Summer Vacation,Couple-Group,13,Takeaway,Chocolate Almond Smoothie Bowl,Wholesome Breakfast,Yes,Premium,420,1,176,420,B
1815,2024-05-18,May,Saturday,Yes,08:55,Morning,Clear After Rain,29.2,Summer Vacation,Couple-Group,13,Takeaway,Dark & White Blend Waffwich,Pancakes & Waffwich,Yes,Mid-range,285,1,176,285,A
1816,2024-05-18,May,Saturday,Yes,21:24,Dinner,Clear After Rain,29.2,Summer Vacation,College,5,Dine-in,Tres Leches Cake,Dessert,Yes,Mid-range,215,1,176,215,A
1817,2024-05-18,May,Saturday,Yes,19:11,Dinner,Clear After Rain,29.2,Summer Vacation,Family,2,Dine-in,Salted Fries,Share-A-Plate,Yes,Budget,149,1,176,149,A
1818,2024-05-18,May,Saturday,Yes,19:11,Dinner,Clear After Rain,29.2,Summer Vacation,Family,2,Dine-in,Chocolate Walnut Brownie,Dessert,Yes,Mid-range,200,1,176,200,A
1819,2024-05-18,May,Saturday,Yes,13:26,Afternoon,Clear After Rain,29.2,Summer Vacation,College,15,Dine-in,Espresso,Hot Brews,Yes,Budget,110,2,176,220,A
1820,2024-05-18,May,Saturday,Yes,18:16,Evening,Clear After Rain,29.2,Summer Vacation,Professional,5,Dine-in,Honey Ginger Lime Tea,Hot Beverages,Yes,Budget,170,2,176,340,A
1821,2024-05-18,May,Saturday,Yes,16:34,Evening,Clear After Rain,29.2,Summer Vacation,Couple-Group,12,Dine-in,Café Latte,Hot Brews,Yes,Budget,160,1,176,160,A
1822,2024-05-18,May,Saturday,Yes,16:34,Evening,Clear After Rain,29.2,Summer Vacation,Couple-Group,12,Dine-in,Chocolate Waffwich,Pancakes & Waffwich,Yes,Mid-range,285,1,176,285,A
1823,2024-05-18,May,Saturday,Yes,11:05,Morning,Clear After Rain,29.2,Summer Vacation,Couple-Group,10,Dine-in,Breakfast Burrito,Wholesome Breakfast,No,Mid-range,269,1,176,269,C
1824,2024-05-18,May,Saturday,Yes,19:00,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,4,Dine-in,Crème Brulee,Dessert,Yes,Mid-range,225,1,176,225,A
1825,2024-05-18,May,Saturday,Yes,19:00,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,4,Dine-in,Mushroom Parma Bruschetta,Share-A-Plate,Yes,Mid-range,285,1,176,285,A
1826,2024-05-18,May,Saturday,Yes,19:02,Dinner,Clear After Rain,29.2,Summer Vacation,Professional,15,Dine-in,Spiced Mocha Latte,Hot Brews,Yes,Budget,180,1,176,180,A
1827,2024-05-18,May,Saturday,Yes,19:02,Dinner,Clear After Rain,29.2,Summer Vacation,Professional,15,Dine-in,Thai Coconut Curry,Blended Full Meals,Yes,Mid-range,389,1,176,389,B
1828,2024-05-18,May,Saturday,Yes,17:32,Evening,Clear After Rain,29.2,Summer Vacation,Professional,5,Dine-in,Café Latte,Hot Brews,Yes,Budget,160,1,176,160,A
1829,2024-05-18,May,Saturday,Yes,20:20,Dinner,Clear After Rain,29.2,Summer Vacation,Couple-Group,4,Dine-in,Chili Garlic Cottage Cheese,Share-A-Plate,Yes,Mid-range,215,1,176,215,B
1830,2024-05-18,May,Saturday,Yes,18:14,Evening,Clear After Rain,29.2,Summer Vacation,Family,5,Takeaway,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Yes,Budget,120,1,176,120,A
1831,2024-05-18,May,Saturday,Yes,18:14,Evening,Clear After Rain,29.2,Summer Vacation,Family,5,Takeaway,Kitkat Shake,Premium Shakes,Yes,Mid-range,200,1,176,200,B
1832,2024-05-18,May,Saturday,Yes,18:14,Evening,Clear After Rain,29.2,Summer Vacation,Family,5,Takeaway,Kiwi Mojito,Mocktails,Yes,Budget,140,1,176,140,C
1833,2024-05-18,May,Saturday,Yes,18:14,Evening,Clear After Rain,29.2,Summer Vacation,Family,5,Takeaway,Honey Ginger Lime Tea,Hot Beverages,Yes,Budget,170,1,176,170,A
1834,2024-05-18,May,Saturday,Yes,18:10,Evening,Clear After Rain,29.2,Summer Vacation,College,7,Dine-in,Chocolate Waffwich,Pancakes & Waffwich,Yes,Mid-range,285,2,176,570,A
1835,2024-05-18,May,Saturday,Yes,18:10,Evening,Clear After Rain,29.2,Summer Vacation,College,7,Dine-in,Cheese Chili Garlic Bread,Share-A-Plate,Yes,Budget,185,1,176,185,A
1836,2024-05-18,May,Saturday,Yes,15:55,Evening,Clear After Rain,29.2,Summer Vacation,Couple-Group,3,Dine-in,Classic BLT,Sandwiches Burgers Wraps,No,Mid-range,249,1,176,249,B
1837,2024-05-18,May,Saturday,Yes,15:55,Evening,Clear After Rain,29.2,Summer Vacation,Couple-Group,3,Dine-in,Tiramisu,Dessert,Yes,Mid-range,300,1,176,300,A
1838,2024-05-18,May,Saturday,Yes,16:05,Evening,Clear After Rain,29.2,Summer Vacation,College,11,Dine-in,Mexican Panini,Sandwiches Burgers Wraps,Yes,Budget,169,1,176,169,A
1839,2024-05-18,May,Saturday,Yes,18:03,Evening,Clear After Rain,29.2,Summer Vacation,Professional,20,Dine-in,Eggs To Order Plain,Classic Eggs,Yes,Budget,135,1,176,135,B
1840,2024-05-18,May,Saturday,Yes,18:03,Evening,Clear After Rain,29.2,Summer Vacation,Professional,20,Dine-in,Salted Caramel Mocha,Hot Brews,Yes,Mid-range,200,2,176,400,A
1841,2024-05-18,May,Saturday,Yes,08:52,Morning,Clear After Rain,29.2,Summer Vacation,Professional,10,Dine-in,Fresh Fruit Juice,Cold Beverages,Yes,Mid-range,200,1,176,200,B
1842,2024-05-18,May,Saturday,Yes,08:52,Morning,Clear After Rain,29.2,Summer Vacation,Professional,10,Dine-in,Scrambled Eggs / Bhurji,Classic Eggs,Yes,Budget,145,1,176,145,B
1843,2024-05-18,May,Saturday,Yes,16:31,Evening,Clear After Rain,29.2,Summer Vacation,Professional,2,Dine-in,Exotic Vegetable Omelette,Classic Eggs,Yes,Mid-range,239,1,176,239,A
1844,2024-05-18,May,Saturday,Yes,19:18,Dinner,Clear After Rain,29.2,Summer Vacation,Professional,20,Dine-in,Roasted Chicken With Mushroom Sauce,Blended Full Meals,No,Premium,455,2,176,910,B
1845,2024-05-18,May,Saturday,Yes,19:18,Dinner,Clear After Rain,29.2,Summer Vacation,Professional,20,Dine-in,Tomato & Bell Pepper Soup,Soup,Yes,Budget,149,2,176,298,A
1846,2024-05-19,May,Sunday,Yes,21:43,Dinner,Dry Day,34.8,Summer Vacation,College,3,Dine-in,Tres Leches Cake,Dessert,Yes,Mid-range,215,1,126,215,A
1847,2024-05-19,May,Sunday,Yes,21:43,Dinner,Dry Day,34.8,Summer Vacation,College,3,Dine-in,Minty Cookie Cappuccino,Hot Brews,Yes,Budget,190,1,126,190,A
