Item_Name,ABC_Class,Category,Price_Tier,Segment,Base_Price_₹,Time_Slot,Day_Type,Weather_State,Signal_Footfall,Signal_Weather,Signal_SlotDay,Demand_Verdict,Recommended_Price_₹,Price_Change_%,Direction,Review_Flag,Elasticity_Coefficient,Rain_Boost_Flag
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Evening,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,350,0.0,HOLD,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,400,14.29,INCREASE,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,350,0.0,HOLD,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,350,0.0,HOLD,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekday,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,350,0.0,HOLD,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,400,14.29,INCREASE,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,350,0.0,HOLD,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,350,0.0,HOLD,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,350,0.0,HOLD,OK,46.6667,False
Ferrero Rocher Shake,A,Premium Shakes,Mid-range,Dynamic Pricing Target,350,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,400,14.29,INCREASE,OK,46.6667,False
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekday,Heavy Rain,NORMAL,HIGH,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekend,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekday,Heavy Rain,NORMAL,HIGH,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekend,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekday,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekend,Heavy Rain,NORMAL,HIGH,HIGH,HIGH,395,13.18,INCREASE,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,395,13.18,INCREASE,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekday,Heavy Rain,NORMAL,HIGH,HIGH,HIGH,395,13.18,INCREASE,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,395,13.18,INCREASE,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,350,0.29,HOLD,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekend,Heavy Rain,NORMAL,HIGH,HIGH,HIGH,395,13.18,INCREASE,OK,3.3333,True
Soy Ramen Bowl,A,Large Soup Bowls,Mid-range,Dynamic Pricing Target,349,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,395,13.18,INCREASE,OK,3.3333,True
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,300,-11.5,DECREASE,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,300,-11.5,DECREASE,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekday,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,385,13.57,INCREASE,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekday,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,385,13.57,INCREASE,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,340,0.29,HOLD,OK,6.6667,False
Harissa Chicken Skewers,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,339,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,385,13.57,INCREASE,OK,6.6667,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,290,-11.85,DECREASE,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekday,Heavy Rain,NORMAL,LOW,LOW,LOW,290,-11.85,DECREASE,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekend,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekday,Heavy Rain,NORMAL,LOW,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,375,13.98,INCREASE,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekday,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekday,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekday,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,375,13.98,INCREASE,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekend,Heavy Rain,NORMAL,LOW,HIGH,NORMAL,330,0.3,HOLD,OK,3.3333,False
Mexican Vegetable Stew And Rice,A,Blended Full Meals,Mid-range,Dynamic Pricing Target,329,Dinner,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,375,13.98,INCREASE,OK,3.3333,False
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekday,Heavy Rain,NORMAL,HIGH,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekend,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Morning,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekday,Dry Day,NORMAL,NORMAL,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekday,Light Drizzle,NORMAL,NORMAL,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekday,Heavy Rain,NORMAL,HIGH,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekday,Clear After Rain,NORMAL,HIGH,LOW,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekend,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekend,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekend,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Afternoon,Weekend,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekday,Dry Day,NORMAL,NORMAL,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekday,Light Drizzle,NORMAL,NORMAL,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekday,Heavy Rain,NORMAL,HIGH,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekday,Clear After Rain,NORMAL,HIGH,NORMAL,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekend,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekend,Light Drizzle,NORMAL,NORMAL,HIGH,NORMAL,325,0.0,HOLD,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekend,Heavy Rain,NORMAL,HIGH,HIGH,HIGH,360,10.77,INCREASE,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Evening,Weekend,Clear After Rain,NORMAL,HIGH,HIGH,HIGH,360,10.77,INCREASE,OK,2.5,True
Caprese Bruschetta,A,Share-A-Plate,Mid-range,Dynamic Pricing Target,325,Dinner,Weekday,Dry Day,NORMAL,NORMAL,HIGH,NORMAL,325,0.0,HOLD,OK,2.5,True
