Transaction_ID,Date,Item_Name,Category,Price_Tier,ABC_Class,Segment,Month_encoded,Day_of_Week_encoded,Is_Weekend_encoded,Order_Minute,Academic_Period_encoded,Slot_Morning,Slot_Afternoon,Slot_Evening,Slot_Dinner,Weather_Dry_Day,Weather_Light_Drizzle,Weather_Heavy_Rain,Weather_Clear_After_Rain,Temperature_°C,Daily_Footfall_Customers,Seg_College,Seg_Professional,Seg_Couple_Group,Seg_Family,Category_encoded,Price_Tier_encoded,Base_Price_₹,Is_Vegetarian_encoded,Elasticity_Coefficient,Pricing_Segment_encoded,Quantity_Units,Split
1578,2024-05-12,Pesto Omelette,Classic Eggs,Mid-range,A,Dynamic Pricing Target,0,6,1,602,0,1,0,0,0,1,0,0,0,38.1,90,0,0,1,0,2,1,285,0,4.0,0,1,train
1579,2024-05-12,Café Latte,Hot Brews,Budget,A,Premium Lock,0,6,1,602,0,1,0,0,0,1,0,0,0,38.1,90,0,0,1,0,10,0,160,1,1.1111,1,1,train
1580,2024-05-12,Cream Cheese Waffwich,Pancakes & Waffwich,Mid-range,B,Promotional Item,0,6,1,602,0,1,0,0,0,1,0,0,0,38.1,90,0,0,1,0,14,1,315,1,6.6667,2,1,train
1581,2024-05-12,Chai,Hot Beverages,Budget,B,Promotional Item,0,6,1,646,0,1,0,0,0,1,0,0,0,38.1,90,1,0,0,0,9,0,100,1,7.2222,2,1,train
1582,2024-05-12,Pad Thai,Blended Full Meals,Mid-range,A,Premium Lock,0,6,1,1246,0,0,0,0,1,1,0,0,0,38.1,90,0,0,1,0,1,1,369,1,1.1111,1,1,train
1583,2024-05-12,Penne Rose,Pasta,Mid-range,A,Premium Lock,0,6,1,1246,0,0,0,0,1,1,0,0,0,38.1,90,0,0,1,0,15,1,335,1,1.1111,1,2,train
1584,2024-05-12,Pesto Cottage Cheese Meal,Blended Full Meals,Premium,A,Dynamic Pricing Target,0,6,1,1246,0,0,0,0,1,1,0,0,0,38.1,90,0,0,1,0,1,2,409,1,6.6667,0,2,train
1585,2024-05-12,Cheese Chili Garlic Bread,Share-A-Plate,Budget,A,Premium Lock,0,6,1,1121,0,0,0,1,0,1,0,0,0,38.1,90,1,0,0,0,20,0,185,1,1.1111,1,2,train
1586,2024-05-12,Classic Pancakes,Pancakes & Waffwich,Mid-range,A,Dynamic Pricing Target,0,6,1,625,0,1,0,0,0,1,0,0,0,38.1,90,0,0,0,1,14,1,250,1,13.3333,0,2,train
1587,2024-05-12,Fruit Pancakes,Pancakes & Waffwich,Mid-range,C,Promotional Item,0,6,1,625,0,1,0,0,0,1,0,0,0,38.1,90,0,0,0,1,14,1,299,1,3.3333,2,1,train
1588,2024-05-12,Scrambled Eggs / Bhurji,Classic Eggs,Budget,B,Promotional Item,0,6,1,625,0,1,0,0,0,1,0,0,0,38.1,90,0,0,0,1,2,0,145,1,4.4444,2,1,train
1589,2024-05-12,Loaded Nachos,Share-A-Plate,Mid-range,A,Premium Lock,0,6,1,1266,0,0,0,0,1,1,0,0,0,38.1,90,1,0,0,0,20,1,210,1,1.1905,1,1,train
1590,2024-05-12,Minty Cookie Cappuccino,Hot Brews,Budget,A,Dynamic Pricing Target,0,6,1,979,0,0,0,1,0,1,0,0,0,38.1,90,1,0,0,0,10,0,190,1,6.6667,0,1,train
1591,2024-05-12,Lemon Iced Tea,Cold Beverages,Budget,C,Promotional Item,0,6,1,979,0,0,0,1,0,1,0,0,0,38.1,90,1,0,0,0,3,0,140,1,20.0,2,1,train
1592,2024-05-12,Chicken And Cheese Balls,Share-A-Plate,Mid-range,A,Dynamic Pricing Target,0,6,1,1143,0,0,0,0,1,1,0,0,0,38.1,90,0,0,1,0,20,1,375,0,13.3333,0,1,train
1593,2024-05-12,Caprese Bruschetta,Share-A-Plate,Mid-range,A,Dynamic Pricing Target,0,6,1,1143,0,0,0,0,1,1,0,0,0,38.1,90,0,0,1,0,20,1,325,1,2.5,0,1,train
1594,2024-05-12,Penne Alfredo,Pasta,Mid-range,A,Premium Lock,0,6,1,1143,0,0,0,0,1,1,0,0,0,38.1,90,0,0,1,0,15,1,329,1,0.8333,1,1,train
1595,2024-05-12,Shakshuka,Wholesome Breakfast,Mid-range,C,Promotional Item,0,6,1,589,0,1,0,0,0,1,0,0,0,38.1,90,0,1,0,0,23,1,249,1,10.0,2,1,train
1596,2024-05-12,Iced Americano,Cold Brews,Budget,A,Dynamic Pricing Target,0,6,1,589,0,1,0,0,0,1,0,0,0,38.1,90,0,1,0,0,4,0,150,1,180.0,0,1,train
1597,2024-05-13,Chili Garlic Cottage Cheese,Share-A-Plate,Mid-range,B,Promotional Item,0,0,0,867,0,0,1,0,0,1,0,0,0,39.9,46,0,0,1,0,20,1,215,1,6.6667,2,1,train
1598,2024-05-13,Butter Croissant,Bakery,Budget,C,Promotional Item,0,0,0,867,0,0,1,0,0,1,0,0,0,39.9,46,0,0,1,0,0,0,120,1,6.6667,2,1,train
1599,2024-05-13,Dark & White Blend Waffwich,Pancakes & Waffwich,Mid-range,A,Dynamic Pricing Target,0,0,0,660,0,1,0,0,0,1,0,0,0,39.9,46,1,0,0,0,14,1,285,1,8.3333,0,1,train
1600,2024-05-13,Nutella Croissant,Bakery,Budget,C,Promotional Item,0,0,0,660,0,1,0,0,0,1,0,0,0,39.9,46,1,0,0,0,0,0,175,1,13.3333,2,1,train
1601,2024-05-13,Garlic Bread,Share-A-Plate,Budget,B,Promotional Item,0,0,0,660,0,1,0,0,0,1,0,0,0,39.9,46,1,0,0,0,20,0,129,1,7.5,2,2,train
1602,2024-05-13,Virgin Mojito,Mocktails,Budget,A,Dynamic Pricing Target,0,0,0,986,0,0,0,1,0,1,0,0,0,39.9,46,0,0,1,0,13,0,140,1,5.4167,0,1,train
1603,2024-05-13,Spiced Mocha Latte,Hot Brews,Budget,A,Premium Lock,0,0,0,986,0,0,0,1,0,1,0,0,0,39.9,46,0,0,1,0,10,0,180,1,0.0,1,1,train
1604,2024-05-13,Pesto Omelette,Classic Eggs,Mid-range,A,Dynamic Pricing Target,0,0,0,986,0,0,0,1,0,1,0,0,0,39.9,46,0,0,1,0,2,1,285,0,4.0,0,2,train
1605,2024-05-13,Hazelnut Frappe,Frappe,Budget,B,Promotional Item,0,0,0,1050,0,0,0,1,0,1,0,0,0,39.9,46,1,0,0,0,8,0,190,1,5.5556,2,2,train
1606,2024-05-13,Dark & White Blend Waffwich,Pancakes & Waffwich,Mid-range,A,Dynamic Pricing Target,0,0,0,654,0,1,0,0,0,1,0,0,0,39.9,46,0,0,1,0,14,1,285,1,8.3333,0,2,train
1607,2024-05-13,Hazelnut Hot Chocolate,Hot Chocolate,Budget,A,Premium Lock,0,0,0,654,0,1,0,0,0,1,0,0,0,39.9,46,0,0,1,0,11,0,160,1,1.7949,1,1,train
1608,2024-05-13,Espresso Frappe,Frappe,Budget,B,Promotional Item,0,0,0,949,0,0,0,1,0,1,0,0,0,39.9,46,1,0,0,0,8,0,180,1,4.4444,2,1,train
1609,2024-05-13,The Dominator Burger,Sandwiches Burgers Wraps,Mid-range,A,Dynamic Pricing Target,0,0,0,949,0,0,0,1,0,1,0,0,0,39.9,46,1,0,0,0,19,1,369,0,5.5556,0,2,train
1610,2024-05-13,Loaded Nachos,Share-A-Plate,Mid-range,A,Premium Lock,0,0,0,949,0,0,0,1,0,1,0,0,0,39.9,46,1,0,0,0,20,1,210,1,1.1905,1,2,train
1611,2024-05-13,Eggs To Order Plain,Classic Eggs,Budget,B,Promotional Item,0,0,0,949,0,0,0,1,0,1,0,0,0,39.9,46,1,0,0,0,2,0,135,1,5.5556,2,1,train
1612,2024-05-13,Eggs To Order Plain,Classic Eggs,Budget,B,Promotional Item,0,0,0,1013,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,2,0,135,1,5.5556,2,1,train
1613,2024-05-13,Iced Café Latte,Cold Brews,Budget,A,Dynamic Pricing Target,0,0,0,1013,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,4,0,160,1,86.6667,0,1,train
1614,2024-05-13,Grilled Chicken Burger,Sandwiches Burgers Wraps,Mid-range,A,Dynamic Pricing Target,0,0,0,1013,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,19,1,220,0,21.6667,0,1,train
1615,2024-05-13,Iced Caramel Latte,Cold Brews,Mid-range,A,Dynamic Pricing Target,0,0,0,1044,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,4,1,200,1,120.0,0,1,train
1616,2024-05-13,Green Tea,Hot Beverages,Budget,C,Review Item,0,0,0,1044,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,9,0,150,1,0.0,3,1,train
1617,2024-05-13,Chocolate Waffwich,Pancakes & Waffwich,Mid-range,A,Dynamic Pricing Target,0,0,0,1073,0,0,0,1,0,1,0,0,0,39.9,46,0,0,1,0,14,1,285,1,28.3333,0,2,train
1618,2024-05-13,Hazelnut Hot Chocolate,Hot Chocolate,Budget,A,Premium Lock,0,0,0,1205,0,0,0,0,1,1,0,0,0,39.9,46,0,0,1,0,11,0,160,1,1.7949,1,1,train
1619,2024-05-13,Iced Café Latte,Cold Brews,Budget,A,Dynamic Pricing Target,0,0,0,1038,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,4,0,160,1,86.6667,0,1,train
1620,2024-05-13,Vietnamese Iced Café,Cold Brews,Budget,B,Promotional Item,0,0,0,1038,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,4,0,190,1,6.6667,2,2,train
1621,2024-05-13,Espresso On The Rocks,Cold Brews,Budget,C,Promotional Item,0,0,0,1038,0,0,0,1,0,1,0,0,0,39.9,46,0,1,0,0,4,0,170,1,26.6667,2,2,train
1622,2024-05-13,Chocolate Chip Muffin,Bakery,Budget,C,Promotional Item,0,0,0,553,0,1,0,0,0,1,0,0,0,39.9,46,1,0,0,0,0,0,100,1,10.0,2,1,train
1623,2024-05-14,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Budget,A,Premium Lock,0,1,0,790,0,0,1,0,0,0,0,0,1,31.2,55,1,0,0,0,19,0,120,1,1.0256,1,1,train
1624,2024-05-14,Egg Wrap,Sandwiches Burgers Wraps,Budget,B,Promotional Item,0,1,0,790,0,0,1,0,0,0,0,0,1,31.2,55,1,0,0,0,19,0,155,0,2.2222,2,1,train
1625,2024-05-14,Cream Cheese Waffwich,Pancakes & Waffwich,Mid-range,B,Promotional Item,0,1,0,556,0,1,0,0,0,0,0,0,1,31.2,55,0,0,1,0,14,1,315,1,6.6667,2,1,train
1626,2024-05-14,Cappuccino,Hot Brews,Budget,A,Premium Lock,0,1,0,556,0,1,0,0,0,0,0,0,1,31.2,55,0,0,1,0,10,0,160,1,0.3333,1,1,train
1627,2024-05-14,Blend Breakfast,Wholesome Breakfast,Mid-range,B,Promotional Item,0,1,0,556,0,1,0,0,0,0,0,0,1,31.2,55,0,0,1,0,23,1,345,0,33.3333,2,1,train
1628,2024-05-14,Grilled Chicken Burger,Sandwiches Burgers Wraps,Mid-range,A,Dynamic Pricing Target,0,1,0,1018,0,0,0,1,0,0,0,0,1,31.2,55,0,1,0,0,19,1,220,0,21.6667,0,1,train
1629,2024-05-14,Egg Wrap,Sandwiches Burgers Wraps,Budget,B,Promotional Item,0,1,0,1018,0,0,0,1,0,0,0,0,1,31.2,55,0,1,0,0,19,0,155,0,2.2222,2,2,train
1630,2024-05-14,Mushroom Parma Bruschetta,Share-A-Plate,Mid-range,A,Premium Lock,0,1,0,1247,0,0,0,0,1,0,0,0,1,31.2,55,0,0,1,0,20,1,285,1,0.0,1,2,train
1631,2024-05-14,Chili Garlic Chicken Dumplings,Steam Basket,Mid-range,A,Dynamic Pricing Target,0,1,0,1247,0,0,0,0,1,0,0,0,1,31.2,55,0,0,1,0,22,1,375,0,2.5,0,2,train
1632,2024-05-14,Greek-O-Greek Pizza,Pizza,Premium,B,Promotional Item,0,1,0,1247,0,0,0,0,1,0,0,0,1,31.2,55,0,0,1,0,16,2,420,1,3.3333,2,1,train
1633,2024-05-14,Butter Croissant,Bakery,Budget,C,Promotional Item,0,1,0,488,0,1,0,0,0,0,0,0,1,31.2,55,0,1,0,0,0,0,120,1,6.6667,2,1,train
1634,2024-05-14,Black Tea,Hot Beverages,Budget,C,Review Item,0,1,0,488,0,1,0,0,0,0,0,0,1,31.2,55,0,1,0,0,9,0,90,1,1.6667,3,2,train
1635,2024-05-14,Akuri On Toast,Classic Eggs,Budget,B,Review Item,0,1,0,1032,0,0,0,1,0,0,0,0,1,31.2,55,0,0,0,1,2,0,125,1,0.4762,3,1,train
1636,2024-05-14,Dark Hot Chocolate,Hot Chocolate,Budget,A,Dynamic Pricing Target,0,1,0,1175,0,0,0,0,1,0,0,0,1,31.2,55,0,0,0,1,11,0,120,1,2.5926,0,1,train
1637,2024-05-14,Greek-O-Greek Pizza,Pizza,Premium,B,Promotional Item,0,1,0,1287,0,0,0,0,1,0,0,0,1,31.2,55,0,1,0,0,16,2,420,1,3.3333,2,1,train
1638,2024-05-14,Grilled Cheese Sandwich,Sandwiches Burgers Wraps,Budget,A,Dynamic Pricing Target,0,1,0,966,0,0,0,1,0,0,0,0,1,31.2,55,0,1,0,0,19,0,199,1,10.0,0,1,train
1639,2024-05-14,Lotus Biscoff Shake,Premium Shakes,Mid-range,A,Dynamic Pricing Target,0,1,0,966,0,0,0,1,0,0,0,0,1,31.2,55,0,1,0,0,17,1,400,1,8.3333,0,1,train
1640,2024-05-14,Mushroom Parma Omelette,Classic Eggs,Mid-range,A,Dynamic Pricing Target,0,1,0,1081,0,0,0,1,0,0,0,0,1,31.2,55,0,1,0,0,2,1,279,0,100.0,0,2,train
1641,2024-05-14,Mexicana Pizza,Pizza,Premium,A,Dynamic Pricing Target,0,1,0,1282,0,0,0,0,1,0,0,0,1,31.2,55,1,0,0,0,16,2,449,1,3.3333,0,2,train
1642,2024-05-14,Tres Leches Cake,Dessert,Mid-range,A,Premium Lock,0,1,0,1282,0,0,0,0,1,0,0,0,1,31.2,55,1,0,0,0,6,1,215,1,1.6667,1,2,train
1643,2024-05-14,Margherita Pizza,Pizza,Mid-range,A,Premium Lock,0,1,0,1282,0,0,0,0,1,0,0,0,1,31.2,55,1,0,0,0,16,1,299,1,0.5556,1,1,train
1644,2024-05-14,Espresso,Hot Brews,Budget,A,Premium Lock,0,1,0,1244,0,0,0,0,1,0,0,0,1,31.2,55,0,0,1,0,10,0,110,1,1.0256,1,1,train
1645,2024-05-15,Triple Chocolate Mousse,Dessert,Mid-range,A,Premium Lock,0,2,0,1234,0,0,0,0,1,0,0,0,1,30.7,76,0,0,1,0,6,1,280,1,1.1111,1,1,train
1646,2024-05-15,Chinese Style Greens Panini,Sandwiches Burgers Wraps,Budget,C,Promotional Item,0,2,0,786,0,0,1,0,0,0,0,0,1,30.7,76,1,0,0,0,19,0,155,1,3.3333,2,1,train
1647,2024-05-15,Chocolate Chip Cookie,Bakery,Budget,C,Promotional Item,0,2,0,786,0,0,1,0,0,0,0,0,1,30.7,76,1,0,0,0,0,0,50,1,11.6667,2,2,train
1648,2024-05-15,Orange Tea Cake,Bakery,Budget,C,Promotional Item,0,2,0,875,0,0,1,0,0,0,0,0,1,30.7,76,0,0,0,1,0,0,110,1,2.6667,2,1,train
1649,2024-05-15,The Dominator Burger,Sandwiches Burgers Wraps,Mid-range,A,Dynamic Pricing Target,0,2,0,933,0,0,0,1,0,0,0,0,1,30.7,76,1,0,0,0,19,1,369,0,5.5556,0,1,train
1650,2024-05-15,Thai Iced Coffee,Cold Brews,Mid-range,B,Promotional Item,0,2,0,933,0,0,0,1,0,0,0,0,1,30.7,76,1,0,0,0,4,1,200,1,26.6667,2,1,train
1651,2024-05-15,Virgin Mojito,Mocktails,Budget,A,Dynamic Pricing Target,0,2,0,1202,0,0,0,0,1,0,0,0,1,30.7,76,0,0,0,1,13,0,140,1,5.4167,0,1,train
1652,2024-05-15,Honey Ginger Lime Tea,Hot Beverages,Budget,A,Dynamic Pricing Target,0,2,0,1202,0,0,0,0,1,0,0,0,1,30.7,76,0,0,0,1,9,0,170,1,4.2857,0,1,train
1653,2024-05-15,Traditional Hot Chocolate,Hot Chocolate,Budget,A,Dynamic Pricing Target,0,2,0,1202,0,0,0,0,1,0,0,0,1,30.7,76,0,0,0,1,11,0,140,1,2.4242,0,1,train
1654,2024-05-15,Lemon Iced Tea,Cold Beverages,Budget,C,Promotional Item,0,2,0,1027,0,0,0,1,0,0,0,0,1,30.7,76,0,0,0,1,3,0,140,1,20.0,2,1,train
1655,2024-05-15,Salted Fries,Share-A-Plate,Budget,A,Dynamic Pricing Target,0,2,0,1027,0,0,0,1,0,0,0,0,1,30.7,76,0,0,0,1,20,0,149,1,4.4444,0,1,train
1656,2024-05-15,Egg Wrap,Sandwiches Burgers Wraps,Budget,B,Promotional Item,0,2,0,1049,0,0,0,1,0,0,0,0,1,30.7,76,1,0,0,0,19,0,155,0,2.2222,2,2,train
1657,2024-05-15,Filled Coffee Donut,Bakery,Budget,C,Review Item,0,2,0,1049,0,0,0,1,0,0,0,0,1,30.7,76,1,0,0,0,0,0,95,1,1.6667,3,1,train
1658,2024-05-15,Pesto Omelette,Classic Eggs,Mid-range,A,Dynamic Pricing Target,0,2,0,1010,0,0,0,1,0,0,0,0,1,30.7,76,0,1,0,0,2,1,285,0,4.0,0,1,train
1659,2024-05-15,Espresso On The Rocks,Cold Brews,Budget,C,Promotional Item,0,2,0,1010,0,0,0,1,0,0,0,0,1,30.7,76,0,1,0,0,4,0,170,1,26.6667,2,1,train
1660,2024-05-15,Lemon Iced Tea,Cold Beverages,Budget,C,Promotional Item,0,2,0,1010,0,0,0,1,0,0,0,0,1,30.7,76,0,1,0,0,3,0,140,1,20.0,2,1,train
1661,2024-05-15,Scrambled Eggs / Bhurji,Classic Eggs,Budget,B,Promotional Item,0,2,0,1010,0,0,0,1,0,0,0,0,1,30.7,76,0,1,0,0,2,0,145,1,4.4444,2,1,train
1662,2024-05-15,Affogato,Hot Brews,Budget,A,Dynamic Pricing Target,0,2,0,1215,0,0,0,0,1,0,0,0,1,30.7,76,0,1,0,0,10,0,170,1,3.3333,0,1,train
1663,2024-05-15,Tomato & Bell Pepper Soup,Soup,Budget,A,Premium Lock,0,2,0,1215,0,0,0,0,1,0,0,0,1,30.7,76,0,1,0,0,21,0,149,1,0.6061,1,1,train
1664,2024-05-15,Garlic Bread,Share-A-Plate,Budget,B,Promotional Item,0,2,0,1097,0,0,0,1,0,0,0,0,1,30.7,76,1,0,0,0,20,0,129,1,7.5,2,1,train
1665,2024-05-15,Veg Puff,Bakery,Budget,C,Review Item,0,2,0,1097,0,0,0,1,0,0,0,0,1,30.7,76,1,0,0,0,0,0,55,1,1.4286,3,1,train
1666,2024-05-15,Virgin Mojito,Mocktails,Budget,A,Dynamic Pricing Target,0,2,0,1257,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,13,0,140,1,5.4167,0,1,train
1667,2024-05-15,Veg Exotica Pizza,Pizza,Mid-range,A,Premium Lock,0,2,0,1257,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,16,1,389,1,0.6667,1,1,train
1668,2024-05-15,Dark Hot Chocolate,Hot Chocolate,Budget,A,Dynamic Pricing Target,0,2,0,1257,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,11,0,120,1,2.5926,0,1,train
1669,2024-05-15,Minty Cookie Cappuccino,Hot Brews,Budget,A,Dynamic Pricing Target,0,2,0,1257,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,10,0,190,1,6.6667,0,1,train
1670,2024-05-15,Minty Cookie Cappuccino,Hot Brews,Budget,A,Dynamic Pricing Target,0,2,0,1274,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,10,0,190,1,6.6667,0,2,train
1671,2024-05-15,Tomato & Bell Pepper Soup,Soup,Budget,A,Premium Lock,0,2,0,1274,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,21,0,149,1,0.6061,1,2,train
1672,2024-05-15,Crispy Shitake Mushroom,Share-A-Plate,Premium,A,Dynamic Pricing Target,0,2,0,1245,0,0,0,0,1,0,0,0,1,30.7,76,0,0,1,0,20,2,450,1,3.3333,0,1,train
1673,2024-05-15,Burmese Khow-suey,Large Soup Bowls,Premium,B,Dynamic Pricing Target,0,2,0,1245,0,0,0,0,1,0,0,0,1,30.7,76,0,0,1,0,12,2,419,0,3.3333,0,1,train
1674,2024-05-15,Mocha Frappe,Frappe,Budget,B,Promotional Item,0,2,0,819,0,0,1,0,0,0,0,0,1,30.7,76,1,0,0,0,8,0,190,1,40.0,2,1,train
1675,2024-05-15,Chimichanga,Blended Full Meals,Mid-range,A,Premium Lock,0,2,0,1263,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,1,1,255,0,0.9524,1,1,train
1676,2024-05-15,Soy Ramen Bowl,Large Soup Bowls,Mid-range,A,Dynamic Pricing Target,0,2,0,1263,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,12,1,349,0,3.3333,0,1,train
1677,2024-05-15,Spiced Mocha Latte,Hot Brews,Budget,A,Premium Lock,0,2,0,1065,0,0,0,1,0,0,0,0,1,30.7,76,0,1,0,0,10,0,180,1,0.0,1,1,train
1678,2024-05-15,Virgin Pina Colada,Mocktails,Mid-range,A,Premium Lock,0,2,0,1065,0,0,0,1,0,0,0,0,1,30.7,76,0,1,0,0,13,1,200,1,1.6667,1,1,train
1679,2024-05-15,Triple Chocolate Mousse,Dessert,Mid-range,A,Premium Lock,0,2,0,1185,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,6,1,280,1,1.1111,1,1,train
1680,2024-05-15,Traditional Hot Chocolate,Hot Chocolate,Budget,A,Dynamic Pricing Target,0,2,0,1185,0,0,0,0,1,0,0,0,1,30.7,76,1,0,0,0,11,0,140,1,2.4242,0,1,train
1681,2024-05-15,Mediterranean Cooler Salad,Salad Bowls,Mid-range,C,Promotional Item,0,2,0,754,0,0,1,0,0,0,0,0,1,30.7,76,0,0,1,0,18,1,229,1,6.6667,2,1,train
1682,2024-05-15,Classic BLT,Sandwiches Burgers Wraps,Mid-range,B,Promotional Item,0,2,0,754,0,0,1,0,0,0,0,0,1,30.7,76,0,0,1,0,19,1,249,0,46.6667,2,1,train
1683,2024-05-16,Espresso Frappe,Frappe,Budget,B,Promotional Item,0,3,0,1051,0,0,0,1,0,1,0,0,0,39.8,66,1,0,0,0,8,0,180,1,4.4444,2,1,train
1684,2024-05-16,Veg Puff,Bakery,Budget,C,Review Item,0,3,0,1051,0,0,0,1,0,1,0,0,0,39.8,66,1,0,0,0,0,0,55,1,1.4286,3,1,train
1685,2024-05-16,Blueberry Mojito,Mocktails,Budget,B,Promotional Item,0,3,0,1051,0,0,0,1,0,1,0,0,0,39.8,66,1,0,0,0,13,0,140,1,66.6667,2,1,train
1686,2024-05-16,Chocolate Walnut Brownie,Dessert,Mid-range,A,Dynamic Pricing Target,0,3,0,1074,0,0,0,1,0,1,0,0,0,39.8,66,0,0,1,0,6,1,200,1,6.6667,0,2,train
1687,2024-05-16,Ferrero Rocher Shake,Premium Shakes,Mid-range,A,Dynamic Pricing Target,0,3,0,1074,0,0,0,1,0,1,0,0,0,39.8,66,0,0,1,0,17,1,350,1,46.6667,0,2,train
1688,2024-05-16,Cappuccino,Hot Brews,Budget,A,Premium Lock,0,3,0,1074,0,0,0,1,0,1,0,0,0,39.8,66,0,0,1,0,10,0,160,1,0.3333,1,2,train
1689,2024-05-16,Affogato,Hot Brews,Budget,A,Dynamic Pricing Target,0,3,0,1074,0,0,0,1,0,1,0,0,0,39.8,66,0,0,1,0,10,0,170,1,3.3333,0,1,train
1690,2024-05-16,Salted Caramel Mocha,Hot Brews,Mid-range,A,Dynamic Pricing Target,0,3,0,1209,0,0,0,0,1,1,0,0,0,39.8,66,0,1,0,0,10,1,200,1,10.0,0,1,train
1691,2024-05-16,Honey Ginger Lime Tea,Hot Beverages,Budget,A,Dynamic Pricing Target,0,3,0,1209,0,0,0,0,1,1,0,0,0,39.8,66,0,1,0,0,9,0,170,1,4.2857,0,2,train
1692,2024-05-16,Café Latte,Hot Brews,Budget,A,Premium Lock,0,3,0,975,0,0,0,1,0,1,0,0,0,39.8,66,0,0,1,0,10,0,160,1,1.1111,1,1,train
1693,2024-05-16,Spiced Mocha Latte,Hot Brews,Budget,A,Premium Lock,0,3,0,975,0,0,0,1,0,1,0,0,0,39.8,66,0,0,1,0,10,0,180,1,0.0,1,2,train
1694,2024-05-16,Brownie Blast Shake,Premium Shakes,Mid-range,A,Dynamic Pricing Target,0,3,0,975,0,0,0,1,0,1,0,0,0,39.8,66,0,0,1,0,17,1,260,1,5.5556,0,1,train
1695,2024-05-16,Californian Fries,Share-A-Plate,Mid-range,A,Dynamic Pricing Target,0,3,0,1159,0,0,0,0,1,1,0,0,0,39.8,66,1,0,0,0,20,1,215,1,10.0,0,1,train
1696,2024-05-16,Garlic Bread,Share-A-Plate,Budget,B,Promotional Item,0,3,0,1014,0,0,0,1,0,1,0,0,0,39.8,66,1,0,0,0,20,0,129,1,7.5,2,1,train
1697,2024-05-16,Cheese Chili Garlic Bread,Share-A-Plate,Budget,A,Premium Lock,0,3,0,1014,0,0,0,1,0,1,0,0,0,39.8,66,1,0,0,0,20,0,185,1,1.1111,1,1,train
1698,2024-05-16,Tomato & Bell Pepper Soup,Soup,Budget,A,Premium Lock,0,3,0,1268,0,0,0,0,1,1,0,0,0,39.8,66,1,0,0,0,21,0,149,1,0.6061,1,1,train
1699,2024-05-16,Nutella Crème Donut,Bakery,Budget,C,Promotional Item,0,3,0,499,0,1,0,0,0,1,0,0,0,39.8,66,1,0,0,0,0,0,120,1,16.6667,2,1,train
1700,2024-05-16,Cappuccino,Hot Brews,Budget,A,Premium Lock,0,3,0,937,0,0,0,1,0,1,0,0,0,39.8,66,1,0,0,0,10,0,160,1,0.3333,1,1,train
1701,2024-05-16,Death By Chocolate Shake,Premium Shakes,Mid-range,C,Promotional Item,0,3,0,937,0,0,0,1,0,1,0,0,0,39.8,66,1,0,0,0,17,1,260,1,10.0,2,1,train
1702,2024-05-16,Cheese Croissant,Bakery,Budget,C,Promotional Item,0,3,0,576,0,1,0,0,0,1,0,0,0,39.8,66,0,1,0,0,0,0,145,1,20.0,2,1,train
1703,2024-05-16,Burnt Garlic Cheese Fondue,Fondue,Premium,A,Premium Lock,0,3,0,1298,0,0,0,0,1,1,0,0,0,39.8,66,0,1,0,0,7,2,579,1,1.6667,1,1,train
1704,2024-05-16,Pesto Penne,Pasta,Mid-range,A,Dynamic Pricing Target,0,3,0,1298,0,0,0,0,1,1,0,0,0,39.8,66,0,1,0,0,15,1,399,1,73.3333,0,1,train
1705,2024-05-16,Salted Caramel Mocha,Hot Brews,Mid-range,A,Dynamic Pricing Target,0,3,0,1298,0,0,0,0,1,1,0,0,0,39.8,66,0,1,0,0,10,1,200,1,10.0,0,1,train
1706,2024-05-16,Kitkat Shake,Premium Shakes,Mid-range,B,Promotional Item,0,3,0,1119,0,0,0,1,0,1,0,0,0,39.8,66,0,0,0,1,17,1,200,1,8.3333,2,1,train
1707,2024-05-16,Kiwi Mojito,Mocktails,Budget,C,Promotional Item,0,3,0,1119,0,0,0,1,0,1,0,0,0,39.8,66,0,0,0,1,13,0,140,1,15.0,2,1,train
1708,2024-05-16,Bombay Masala Sandwich,Sandwiches Burgers Wraps,Budget,B,Promotional Item,0,3,0,1119,0,0,0,1,0,1,0,0,0,39.8,66,0,0,0,1,19,0,139,1,80.0,2,2,train
1709,2024-05-16,Chocolate Chip Cookie,Bakery,Budget,C,Promotional Item,0,3,0,1119,0,0,0,1,0,1,0,0,0,39.8,66,0,0,0,1,0,0,50,1,11.6667,2,1,train
